user_id,rank,problem_id,p_ac,difficulty,in_growth_band
7,7,334,0.46225205063819885,2,1
7,8,392,0.46225205063819885,2,1
7,9,411,0.46225205063819885,2,1
7,10,435,0.46225205063819885,2,1
8,1,8900,0.4929948151111603,2,1
8,2,2494,0.49534156918525696,2,1
8,3,5298,0.49534156918525696,2,1
8,4,6661,0.497950941324234,1,1
8,5,9104,0.5001793503761292,5,1
8,6,207,0.41188186407089233,1,1
8,7,264,0.41188186407089233,1,1
8,8,537,0.41188186407089233,1,1
8,9,708,0.41188186407089233,1,1
8,10,730,0.41188186407089233,1,1
9,1,6816,0.4597935676574707,7,1
9,2,661,0.4591659605503082,7,1
9,3,1763,0.4591659605503082,7,1
9,4,1900,0.4591659605503082,7,1
9,5,3092,0.4591659605503082,7,1
9,6,3124,0.4591659605503082,7,1
9,7,4010,0.4591659605503082,7,1
9,8,7107,0.4591659605503082,7,1
9,9,7777,0.4591659605503082,7,1
9,10,8127,0.4591659605503082,7,1
10,1,70,0.4596865475177765,2,1
10,2,157,0.4596865475177765,2,1
10,3,336,0.4596865475177765,2,1
10,4,506,0.4596865475177765,2,1
10,5,533,0.4596865475177765,2,1
10,6,553,0.4596865475177765,2,1
10,7,712,0.4596865475177765,2,1
10,8,879,0.4596865475177765,2,1
10,9,1131,0.4596865475177765,2,1
10,10,1190,0.4596865475177765,2,1
11,1,430,0.4595656394958496,4,1
11,2,492,0.4595656394958496,4,1
11,3,494,0.4595656394958496,4,1
11,4,495,0.4595656394958496,4,1
11,5,503,0.4595656394958496,4,1
11,6,725,0.4595656394958496,4,1
11,7,954,0.4595656394958496,4,1
11,8,998,0.4595656394958496,4,1
11,9,1215,0.4595656394958496,4,1
11,10,2268,0.4595656394958496,4,1
12,1,7253,0.44929441809654236,6,1
12,2,7410,0.44929441809654236,6,1
12,3,9723,0.44929441809654236,6,1
12,4,9727,0.44929441809654236,6,1
12,5,87,0.4788033962249756,5,1
12,6,97,0.4788033962249756,5,1
12,7,99,0.4788033962249756,5,1
12,8,118,0.4788033962249756,5,1
12,9,211,0.4788033962249756,5,1
12,10,268,0.4788033962249756,5,1
13,1,44,0.46045899391174316,5,1
13,2,101,0.46045899391174316,5,1
13,3,125,0.46045899391174316,5,1
13,4,457,0.46045899391174316,5,1
13,5,625,0.46045899391174316,5,1
13,6,664,0.46045899391174316,5,1
13,7,786,0.46045899391174316,5,1
13,8,859,0.46045899391174316,5,1
13,9,883,0.46045899391174316,5,1
13,10,966,0.46045899391174316,5,1
14,1,3329,0.46083253622055054,3,1
14,2,3330,0.46083253622055054,3,1
14,3,8106,0.46083253622055054,3,1
14,4,845,0.4615068733692169,3,1
14,5,1206,0.4615068733692169,3,1
14,6,3295,0.4615068733692169,3,1
14,7,4043,0.4615068733692169,3,1
14,8,5439,0.4615068733692169,3,1
14,9,7938,0.4615068733692169,3,1
14,10,8687,0.4615068733692169,3,1
15,1,8857,0.45633700489997864,6,1
15,2,5920,0.4538225829601288,6,1
15,3,807,0.4535192549228668,6,1
15,4,963,0.4535192549228668,6,1
15,5,1224,0.4535192549228668,6,1
15,6,2139,0.4535192549228668,6,1
15,7,4052,0.4535192549228668,6,1
15,8,5440,0.4535192549228668,6,1
15,9,5739,0.4535192549228668,6,1
15,10,7748,0.4535192549228668,6,1
16,1,33,0.4588087201118469,5,1
16,2,1136,0.4588087201118469,5,1
16,3,1498,0.4588087201118469,5,1
16,4,1910,0.4588087201118469,5,1
16,5,2175,0.4588087201118469,5,1
16,6,3038,0.4588087201118469,5,1
16,7,3883,0.4588087201118469,5,1
16,8,3991,0.4588087201118469,5,1
16,9,4295,0.4588087201118469,5,1
16,10,4627,0.4588087201118469,5,1
17,1,42,0.45984047651290894,4,1
17,2,2716,0.45984047651290894,4,1
17,3,3048,0.45984047651290894,4,1
17,4,3238,0.45984047651290894,4,1
17,5,3771,0.45984047651290894,4,1
17,6,4476,0.45984047651290894,4,1
17,7,7896,0.45984047651290894,4,1
17,8,7921,0.45984047651290894,4,1
17,9,8377,0.45984047651290894,4,1
17,10,8533,0.45984047651290894,4,1
18,1,684,0.46085700392723083,7,1
18,2,984,0.46085700392723083,7,1
18,3,1294,0.46085700392723083,7,1
18,4,1505,0.46085700392723083,7,1
18,5,1888,0.46085700392723083,7,1
18,6,2048,0.46085700392723083,7,1
18,7,2071,0.46085700392723083,7,1
18,8,2143,0.46085700392723083,7,1
18,9,3147,0.46085700392723083,7,1
18,10,4017,0.46085700392723083,7,1
19,1,4819,0.46370965242385864,5,1
19,2,9466,0.46370965242385864,5,1
19,3,8157,0.4471917450428009,6,1
19,4,570,0.44673269987106323,5,1
19,5,785,0.44673269987106323,5,1
19,6,2137,0.44673269987106323,5,1
19,7,2701,0.44673269987106323,5,1
19,8,3423,0.44673269987106323,5,1
19,9,4238,0.44673269987106323,5,1
19,10,4525,0.44673269987106323,5,1
20,1,108,0.4590124785900116,6,1
20,2,114,0.4590124785900116,6,1
20,3,120,0.4590124785900116,6,1
20,4,121,0.4590124785900116,6,1
20,5,122,0.4590124785900116,6,1
20,6,577,0.4590124785900116,6,1
20,7,583,0.4590124785900116,6,1
20,8,588,0.4590124785900116,6,1
20,9,590,0.4590124785900116,6,1
20,10,699,0.4590124785900116,6,1
21,1,585,0.4597770869731903,6,1
21,2,2454,0.4597770869731903,6,1
21,3,4366,0.4597770869731903,6,1
21,4,5769,0.4597770869731903,6,1
21,5,6259,0.4597770869731903,6,1
21,6,8898,0.4597770869731903,6,1
21,7,1686,0.46035468578338623,6,1
21,8,2100,0.46035468578338623,6,1
21,9,2102,0.46035468578338623,6,1
21,10,3851,0.46035468578338623,6,1
22,1,5050,0.45945948362350464,3,1
22,2,3337,0.4625905156135559,3,1
22,3,7446,0.45492619276046753,3,1
22,4,3381,0.4542996287345886,3,1
22,5,4056,0.4542996287345886,3,1
22,6,4338,0.4542996287345886,3,1
22,7,7962,0.4542996287345886,3,1
22,8,8769,0.4542996287345886,3,1
22,9,7957,0.4529044032096863,3,1
22,10,542,0.4521561563014984,3,1
23,1,3337,0.4403328001499176,3,1
23,2,7520,0.4810790419578552,3,1
23,3,5050,0.43722984194755554,3,1
23,4,69,0.484041303396225,2,1
23,5,77,0.484041303396225,2,1
23,6,173,0.484041303396225,2,1
23,7,230,0.484041303396225,2,1
23,8,283,0.484041303396225,2,1
23,9,334,0.484041303396225,2,1
23,10,392,0.484041303396225,2,1
24,1,40,0.45959076285362244,6,1
24,2,431,0.4595002830028534,4,1
24,3,433,0.4595002830028534,4,1
24,4,488,0.4595002830028534,4,1
24,5,491,0.4595002830028534,4,1
24,6,650,0.4595002830028534,4,1
24,7,748,0.4595002830028534,4,1
24,8,971,0.4595002830028534,4,1
24,9,1221,0.4595002830028534,4,1
24,10,1376,0.4595002830028534,4,1
25,1,682,0.4598161280155182,3,1
25,2,5389,0.4598161280155182,3,1
25,3,5728,0.4598161280155182,3,1
25,4,8751,0.4598161280155182,3,1
25,5,512,0.4612742066383362,3,1
25,6,711,0.4612742066383362,3,1
25,7,1330,0.4612742066383362,3,1
25,8,1732,0.4612742066383362,3,1
25,9,1749,0.4612742066383362,3,1
25,10,1786,0.4612742066383362,3,1
26,1,703,0.46053481101989746,6,1
26,2,1877,0.46053481101989746,6,1
26,3,2101,0.46053481101989746,6,1
26,4,3174,0.46053481101989746,6,1
26,5,5785,0.46053481101989746,6,1
26,6,6915,0.46053481101989746,6,1
26,7,7890,0.46053481101989746,6,1
26,8,7898,0.46053481101989746,6,1
26,9,10366,0.46053481101989746,6,1
26,10,672,0.4585571587085724,6,1
27,1,87,0.45905986428260803,5,1
27,2,97,0.45905986428260803,5,1
27,3,99,0.45905986428260803,5,1
27,4,118,0.45905986428260803,5,1
27,5,211,0.45905986428260803,5,1
27,6,268,0.45905986428260803,5,1
27,7,321,0.45905986428260803,5,1
27,8,328,0.45905986428260803,5,1
27,9,412,0.45905986428260803,5,1
27,10,420,0.45905986428260803,5,1
28,1,675,0.46001437306404114,6,1
28,2,919,0.46001437306404114,6,1
28,3,3578,0.4601479768753052,5,1
28,4,84,0.45947393774986267,5,1
28,5,89,0.45947393774986267,5,1
28,6,112,0.45947393774986267,5,1
28,7,115,0.45947393774986267,5,1
28,8,351,0.45947393774986267,5,1
28,9,567,0.45947393774986267,5,1
28,10,581,0.45947393774986267,5,1
29,1,2284,0.4596635401248932,2,1
29,2,4511,0.4596635401248932,2,1
29,3,7984,0.4596635401248932,2,1
29,4,617,0.4549783170223236,2,1
29,5,5116,0.4549783170223236,2,1
29,6,5649,0.4549783170223236,2,1
29,7,5848,0.4549783170223236,2,1
29,8,5849,0.4549783170223236,2,1
29,9,8676,0.4549783170223236,2,1
29,10,8677,0.4549783170223236,2,1
30,1,4819,0.4551446735858917,5,1
30,2,9466,0.4551446735858917,5,1
30,3,9795,0.4787759482860565,6,1
30,4,570,0.43822506070137024,5,1
30,5,785,0.43822506070137024,5,1
30,6,2701,0.43822506070137024,5,1
30,7,3423,0.43822506070137024,5,1
30,8,6394,0.43822506070137024,5,1
30,9,8792,0.43822506070137024,5,1
30,10,3436,0.43760302662849426,5,1
31,1,10429,0.459826797246933,8,1
31,2,100,0.4604259431362152,5,1
31,3,578,0.4604259431362152,5,1
31,4,580,0.4604259431362152,5,1
31,5,925,0.4604259431362152,5,1
31,6,981,0.4604259431362152,5,1
31,7,1011,0.4604259431362152,5,1
31,8,1017,0.4604259431362152,5,1
31,9,1088,0.4604259431362152,5,1
31,10,1210,0.4604259431362152,5,1
32,1,31,0.462053120136261,6,1
32,2,103,0.462053120136261,6,1
32,3,464,0.462053120136261,6,1
32,4,1002,0.462053120136261,6,1
32,5,1912,0.462053120136261,6,1
32,6,1936,0.462053120136261,6,1
32,7,2010,0.462053120136261,6,1
32,8,2011,0.462053120136261,6,1
32,9,2013,0.462053120136261,6,1
32,10,2014,0.462053120136261,6,1
33,1,143,0.46341755986213684,3,1
33,2,158,0.46341755986213684,3,1
33,3,219,0.46341755986213684,3,1
33,4,340,0.46341755986213684,3,1
33,5,342,0.46341755986213684,3,1
33,6,453,0.46341755986213684,3,1
33,7,532,0.46341755986213684,3,1
33,8,557,0.46341755986213684,3,1
33,9,558,0.46341755986213684,3,1
33,10,666,0.46341755986213684,3,1
34,1,33,0.4593702256679535,5,1
34,2,1136,0.4593702256679535,5,1
34,3,1498,0.4593702256679535,5,1
34,4,1910,0.4593702256679535,5,1
34,5,2175,0.4593702256679535,5,1
34,6,3038,0.4593702256679535,5,1
34,7,3883,0.4593702256679535,5,1
34,8,3991,0.4593702256679535,5,1
34,9,4295,0.4593702256679535,5,1
34,10,4627,0.4593702256679535,5,1
35,1,9466,0.4670559763908386,5,1
35,2,570,0.45005929470062256,5,1
35,3,785,0.45005929470062256,5,1
35,4,2137,0.45005929470062256,5,1
35,5,2701,0.45005929470062256,5,1
35,6,3423,0.45005929470062256,5,1
35,7,4525,0.45005929470062256,5,1
35,8,6394,0.45005929470062256,5,1
35,9,8792,0.45005929470062256,5,1
35,10,8684,0.44971102476119995,5,1
36,1,2137,0.45873090624809265,5,1
36,2,2701,0.45873090624809265,5,1
36,3,3423,0.45873090624809265,5,1
36,4,4238,0.45873090624809265,5,1
36,5,6394,0.45873090624809265,5,1
36,6,8684,0.4583815336227417,5,1
36,7,3436,0.4581035077571869,5,1
36,8,5850,0.4581035077571869,5,1
36,9,6035,0.4581035077571869,5,1
36,10,10254,0.4581035077571869,5,1
37,1,7410,0.458154559135437,6,1
37,2,9723,0.458154559135437,6,1
37,3,9727,0.458154559135437,6,1
37,4,8857,0.44740673899650574,6,1
37,5,5920,0.4449012577533722,6,1
37,6,807,0.44459906220436096,6,1
37,7,963,0.44459906220436096,6,1
37,8,1224,0.44459906220436096,6,1
37,9,2139,0.44459906220436096,6,1
37,10,5440,0.44459906220436096,6,1
38,1,6768,0.46019864082336426,6,1
38,2,2138,0.4593614935874939,6,1
38,3,10241,0.4593614935874939,6,1
38,4,108,0.46066537499427795,6,1
38,5,114,0.46066537499427795,6,1
38,6,120,0.46066537499427795,6,1
38,7,121,0.46066537499427795,6,1
38,8,122,0.46066537499427795,6,1
38,9,577,0.46066537499427795,6,1
38,10,588,0.46066537499427795,6,1
39,1,4433,0.4605855345726013,5,1
39,2,143,0.4664857089519501,3,1
39,3,158,0.4664857089519501,3,1
39,4,219,0.4664857089519501,3,1
39,5,340,0.4664857089519501,3,1
39,6,342,0.4664857089519501,3,1
39,7,453,0.4664857089519501,3,1
39,8,532,0.4664857089519501,3,1
39,9,557,0.4664857089519501,3,1
39,10,558,0.4664857089519501,3,1
40,1,3337,0.4508236348628998,3,1
40,2,5050,0.4477058947086334,3,1
40,3,8680,0.4447742700576782,4,1
40,4,7446,0.4431934654712677,3,1
40,5,3381,0.4425699710845947,3,1
40,6,4056,0.4425699710845947,3,1
40,7,4338,0.4425699710845947,3,1
40,8,7962,0.4425699710845947,3,1
40,9,8769,0.4425699710845947,3,1
40,10,2701,0.44219356775283813,5,1
41,1,2125,0.46016737818717957,6,1
41,2,9730,0.46016737818717957,6,1
41,3,128,0.45822766423225403,5,1
41,4,596,0.45822766423225403,5,1
41,5,836,0.45822766423225403,5,1
41,6,914,0.45822766423225403,5,1
41,7,1225,0.45822766423225403,5,1
41,8,1483,0.45822766423225403,5,1
41,9,1970,0.45822766423225403,5,1
41,10,2096,0.45822766423225403,5,1
42,1,143,0.46023938059806824,3,1
42,2,158,0.46023938059806824,3,1
42,3,219,0.46023938059806824,3,1
42,4,340,0.46023938059806824,3,1
42,5,342,0.46023938059806824,3,1
42,6,453,0.46023938059806824,3,1
42,7,532,0.46023938059806824,3,1
42,8,557,0.46023938059806824,3,1
42,9,558,0.46023938059806824,3,1
42,10,666,0.46023938059806824,3,1
43,1,4819,0.4579775929450989,5,1
43,2,9466,0.4579775929450989,5,1
43,3,7410,0.45503416657447815,6,1
43,4,5920,0.44179752469062805,6,1
43,5,2701,0.4410378932952881,5,1
43,6,3423,0.4410378932952881,5,1
43,7,4525,0.4410378932952881,5,1
43,8,8792,0.4410378932952881,5,1
43,9,8684,0.4406909942626953,5,1
43,10,3436,0.44041499495506287,5,1
44,1,143,0.4815945625305176,3,1
44,2,158,0.4815945625305176,3,1
44,3,219,0.4815945625305176,3,1
44,4,340,0.4815945625305176,3,1
44,5,342,0.4815945625305176,3,1
44,6,453,0.4815945625305176,3,1
44,7,532,0.4815945625305176,3,1
44,8,557,0.4815945625305176,3,1
44,9,558,0.4815945625305176,3,1
44,10,666,0.4815945625305176,3,1
45,1,78,0.4712425768375397,4,1
45,2,82,0.4712425768375397,4,1
45,3,93,0.4712425768375397,4,1
45,4,144,0.4712425768375397,4,1
45,5,186,0.4712425768375397,4,1
45,6,243,0.4712425768375397,4,1
45,7,296,0.4712425768375397,4,1
45,8,343,0.4712425768375397,4,1
45,9,347,0.4712425768375397,4,1
45,10,400,0.4712425768375397,4,1
46,1,962,0.4549320638179779,7,1
46,2,2223,0.4549320638179779,7,1
46,3,5828,0.4416959881782532,7,1
46,4,684,0.44139423966407776,7,1
46,5,984,0.44139423966407776,7,1
46,6,1294,0.44139423966407776,7,1
46,7,1505,0.44139423966407776,7,1
46,8,1888,0.44139423966407776,7,1
46,9,2048,0.44139423966407776,7,1
46,10,2071,0.44139423966407776,7,1
47,1,3701,0.4597971439361572,4,1
47,2,4760,0.4597971439361572,4,1
47,3,162,0.4627452790737152,3,1
47,4,628,0.4627452790737152,3,1
47,5,671,0.4627452790737152,3,1
47,6,1207,0.4627452790737152,3,1
47,7,1620,0.4627452790737152,3,1
47,8,1667,0.4627452790737152,3,1
47,9,1682,0.4627452790737152,3,1
47,10,1829,0.4627452790737152,3,1
48,1,1879,0.459350049495697,8,1
48,2,7253,0.46524807810783386,6,1
48,3,7410,0.46524807810783386,6,1
48,4,9723,0.46524807810783386,6,1
48,5,5920,0.4519607126712799,6,1
48,6,807,0.45165762305259705,6,1
48,7,963,0.45165762305259705,6,1
48,8,4052,0.45165762305259705,6,1
48,9,5440,0.45165762305259705,6,1
48,10,5739,0.45165762305259705,6,1
49,1,27,0.46066808700561523,6,1
49,2,689,0.46066808700561523,6,1
49,3,1815,0.46066808700561523,6,1
49,4,4863,0.46066808700561523,6,1
49,5,5530,0.46066808700561523,6,1
49,6,7291,0.46066808700561523,6,1
49,7,9689,0.46066808700561523,6,1
49,8,1397,0.46117469668388367,6,1
49,9,5886,0.46117469668388367,6,1
49,10,8467,0.46117469668388367,6,1
50,1,3329,0.4616151750087738,3,1
50,2,3330,0.4616151750087738,3,1
50,3,8106,0.4616151750087738,3,1
50,4,845,0.4622896909713745,3,1
50,5,1206,0.4622896909713745,3,1
50,6,3295,0.4622896909713745,3,1
50,7,4043,0.4622896909713745,3,1
50,8,5439,0.4622896909713745,3,1
50,9,7938,0.4622896909713745,3,1
50,10,8687,0.4622896909713745,3,1
51,1,8715,0.4418795108795166,4,1
51,2,1502,0.4796837270259857,5,1
51,3,8680,0.4387741982936859,4,1
51,4,1366,0.48273637890815735,6,1
51,5,143,0.4856083393096924,3,1
51,6,158,0.4856083393096924,3,1
51,7,219,0.4856083393096924,3,1
51,8,340,0.4856083393096924,3,1
51,9,342,0.4856083393096924,3,1
51,10,453,0.4856083393096924,3,1
52,1,4157,0.4602299928665161,6,1
52,2,584,0.45975247025489807,6,1
52,3,2080,0.45975247025489807,6,1
52,4,2222,0.45975247025489807,6,1
52,5,9939,0.4603801965713501,6,1
52,6,10130,0.45929837226867676,6,1
52,7,589,0.46115103363990784,6,1
52,8,3650,0.46115103363990784,6,1
52,9,6459,0.46115103363990784,6,1
52,10,7217,0.46115103363990784,6,1
53,1,9939,0.4599796235561371,6,1
53,2,4157,0.4598294496536255,6,1
53,3,584,0.4593519866466522,6,1
53,4,2080,0.4593519866466522,6,1
53,5,2222,0.4593519866466522,6,1
53,6,589,0.46075037121772766,6,1
53,7,3650,0.46075037121772766,6,1
53,8,6459,0.46075037121772766,6,1
53,9,7142,0.46075037121772766,6,1
53,10,7832,0.46075037121772766,6,1
54,1,4819,0.4680039882659912,5,1
54,2,9466,0.4680039882659912,5,1
54,3,570,0.4510020315647125,5,1
54,4,785,0.4510020315647125,5,1
54,5,2137,0.4510020315647125,5,1
54,6,2701,0.4510020315647125,5,1
54,7,3423,0.4510020315647125,5,1
54,8,4238,0.4510020315647125,5,1
54,9,4525,0.4510020315647125,5,1
54,10,6394,0.4510020315647125,5,1
55,1,5828,0.45978111028671265,7,1
55,2,684,0.45947715640068054,7,1
55,3,984,0.45947715640068054,7,1
55,4,1888,0.45947715640068054,7,1
55,5,2048,0.45947715640068054,7,1
55,6,2071,0.45947715640068054,7,1
55,7,2143,0.45947715640068054,7,1
55,8,3147,0.45947715640068054,7,1
55,9,4017,0.45947715640068054,7,1
55,10,4148,0.45947715640068054,7,1
56,1,7253,0.4575751721858978,6,1
56,2,9723,0.4575751721858978,6,1
56,3,9727,0.4575751721858978,6,1
56,4,8857,0.44682976603507996,6,1
56,5,5920,0.44432488083839417,6,1
56,6,807,0.4440227746963501,6,1
56,7,963,0.4440227746963501,6,1
56,8,1224,0.4440227746963501,6,1
56,9,2139,0.4440227746963501,6,1
56,10,4052,0.4440227746963501,6,1
57,1,4844,0.4597524404525757,4,1
57,2,3289,0.4591248333454132,4,1
57,3,8771,0.4584192931652069,4,1
57,4,3338,0.4624815583229065,4,1
57,5,7958,0.4624815583229065,4,1
57,6,2378,0.46295949816703796,4,1
57,7,9553,0.46295949816703796,4,1
57,8,621,0.46388131380081177,4,1
57,9,769,0.46388131380081177,4,1
57,10,826,0.46388131380081177,4,1
58,1,542,0.46086400747299194,3,1
58,2,4508,0.46086400747299194,3,1
58,3,5799,0.46086400747299194,3,1
58,4,8415,0.46086400747299194,3,1
58,5,7957,0.4616145193576813,3,1
58,6,3381,0.4630138874053955,3,1
58,7,4056,0.4630138874053955,3,1
58,8,4338,0.4630138874053955,3,1
58,9,7962,0.4630138874053955,3,1
58,10,8769,0.4630138874053955,3,1
59,1,9898,0.4838115870952606,4,1
59,2,9142,0.48422273993492126,5,1
59,3,1914,0.4866839349269867,1,1
59,4,2756,0.4866839349269867,1,1
59,5,8571,0.4866839349269867,1,1
59,6,8543,0.4867749512195587,3,1
59,7,2284,0.4325937330722809,2,1
59,8,4511,0.4325937330722809,2,1
59,9,7613,0.4325937330722809,2,1
59,10,7984,0.4325937330722809,2,1
60,1,44,0.46005234122276306,5,1
60,2,101,0.46005234122276306,5,1
60,3,125,0.46005234122276306,5,1
60,4,457,0.46005234122276306,5,1
60,5,625,0.46005234122276306,5,1
60,6,664,0.46005234122276306,5,1
60,7,786,0.46005234122276306,5,1
60,8,859,0.46005234122276306,5,1
60,9,883,0.46005234122276306,5,1
60,10,966,0.46005234122276306,5,1
61,1,661,0.4599212110042572,7,1
61,2,1900,0.4599212110042572,7,1
61,3,3092,0.4599212110042572,7,1
61,4,3124,0.4599212110042572,7,1
61,5,4010,0.4599212110042572,7,1
61,6,7107,0.4599212110042572,7,1
61,7,7777,0.4599212110042572,7,1
61,8,8200,0.4599212110042572,7,1
61,9,9158,0.4599212110042572,7,1
61,10,9923,0.4599212110042572,7,1
62,1,94,0.4723953306674957,6,1
62,2,350,0.4723953306674957,6,1
62,3,353,0.4723953306674957,6,1
62,4,505,0.4723953306674957,6,1
62,5,907,0.4723953306674957,6,1
62,6,956,0.4723953306674957,6,1
62,7,1217,0.4723953306674957,6,1
62,8,1342,0.4723953306674957,6,1
62,9,1701,0.4723953306674957,6,1
62,10,1784,0.4723953306674957,6,1
63,1,2232,0.4596831202507019,6,1
63,2,589,0.45905551314353943,6,1
63,3,3650,0.45905551314353943,6,1
63,4,6459,0.45905551314353943,6,1
63,5,7142,0.45905551314353943,6,1
63,6,7217,0.45905551314353943,6,1
63,7,7832,0.45905551314353943,6,1
63,8,9067,0.45905551314353943,6,1
63,9,9078,0.45905551314353943,6,1
63,10,9313,0.45905551314353943,6,1
64,1,3337,0.4454439580440521,3,1
64,2,5050,0.442333459854126,3,1
64,3,7446,0.4378322660923004,3,1
64,4,3381,0.4372103810310364,3,1
64,5,4056,0.4372103810310364,3,1
64,6,4338,0.4372103810310364,3,1
64,7,7962,0.4372103810310364,3,1
64,8,8769,0.4372103810310364,3,1
64,9,7957,0.4358256757259369,3,1
64,10,542,0.4350832402706146,3,1
65,1,117,0.459968626499176,6,1
65,2,2054,0.459968626499176,6,1
65,3,2210,0.459968626499176,6,1
65,4,2707,0.459968626499176,6,1
65,5,2711,0.459968626499176,6,1
65,6,3903,0.459968626499176,6,1
65,7,4336,0.459968626499176,6,1
65,8,4630,0.459968626499176,6,1
65,9,5038,0.459968626499176,6,1
65,10,5832,0.459968626499176,6,1
66,1,61,0.45998311042785645,7,1
66,2,4844,0.45918262004852295,4,1
66,3,3289,0.45855513215065,4,1
66,4,7958,0.46191126108169556,4,1
66,5,8771,0.4578497111797333,4,1
66,6,9553,0.46238911151885986,4,1
66,7,9638,0.4574163258075714,6,1
66,8,621,0.46331074833869934,4,1
66,9,769,0.46331074833869934,4,1
66,10,826,0.46331074833869934,4,1
67,1,5854,0.460114985704422,6,1
67,2,13,0.4614403247833252,6,1
67,3,54,0.4614403247833252,6,1
67,4,57,0.4614403247833252,6,1
67,5,59,0.4614403247833252,6,1
67,6,63,0.4614403247833252,6,1
67,7,126,0.4614403247833252,6,1
67,8,422,0.4614403247833252,6,1
67,9,510,0.4614403247833252,6,1
67,10,634,0.4614403247833252,6,1
68,1,94,0.4718800187110901,6,1
68,2,350,0.4718800187110901,6,1
68,3,353,0.4718800187110901,6,1
68,4,505,0.4718800187110901,6,1
68,5,907,0.4718800187110901,6,1
68,6,956,0.4718800187110901,6,1
68,7,1217,0.4718800187110901,6,1
68,8,1342,0.4718800187110901,6,1
68,9,1701,0.4718800187110901,6,1
68,10,1784,0.4718800187110901,6,1
69,1,1292,0.4613759517669678,7,1
69,2,1515,0.4613759517669678,7,1
69,3,2061,0.4613759517669678,7,1
69,4,3089,0.4613759517669678,7,1
69,5,4788,0.4613759517669678,7,1
69,6,6137,0.4613759517669678,7,1
69,7,7042,0.4613759517669678,7,1
69,8,7945,0.4613759517669678,7,1
69,9,9145,0.4613759517669678,7,1
69,10,9166,0.4613759517669678,7,1
70,1,3337,0.4435986876487732,3,1
70,2,5050,0.44049081206321716,3,1
70,3,7446,0.4359937310218811,3,1
70,4,3381,0.4353724420070648,3,1
70,5,4056,0.4353724420070648,3,1
70,6,4338,0.4353724420070648,3,1
70,7,7962,0.4353724420070648,3,1
70,8,8769,0.4353724420070648,3,1
70,9,542,0.4332473576068878,3,1
70,10,4508,0.4332473576068878,3,1
71,1,87,0.46583983302116394,5,1
71,2,97,0.46583983302116394,5,1
71,3,99,0.46583983302116394,5,1
71,4,118,0.46583983302116394,5,1
71,5,211,0.46583983302116394,5,1
71,6,268,0.46583983302116394,5,1
71,7,321,0.46583983302116394,5,1
71,8,328,0.46583983302116394,5,1
71,9,412,0.46583983302116394,5,1
71,10,420,0.46583983302116394,5,1
72,1,3337,0.44759660959243774,3,1
72,2,7446,0.4399773180484772,3,1
72,3,3381,0.4393547773361206,3,1
