problem_id,time_limit,memory_limit,difficulty,tags
282,1000,65536,0,[]
283,20,10000,0,[]
284,1000,65536,0,[]
290,100,65536,0,[]
291,1000,65536,0,[]
293,5,3000,5,"[""Fractional Knapsack""]"
294,1000,65536,0,[]
295,1000,65536,0,[]
296,1000,65536,0,[]
297,1000,65536,0,[]
298,10,1700,0,[]
299,1000,65536,0,[]
300,1000,65536,0,[]
301,1000,65536,0,[]
302,1000,65536,0,[]
303,1000,65536,0,[]
304,400,65536,0,[]
305,1000,65536,0,[]
306,1000,65536,0,[]
307,1000,65536,0,[]
308,1000,65536,10,[]
309,200,65536,0,"[""Stack""]"
310,1000,65536,0,[]
311,1000,65536,0,[]
312,1000,65536,0,[]
313,200,65536,0,[]
314,1000,65536,0,[]
315,750,5500,0,[]
316,1000,65536,0,[]
319,3,12500,0,[]
320,3,5000,3,"[""String""]"
321,100,13000,0,[]
322,1000,65536,0,[]
323,4,2000,3,"[""String""]"
324,1000,65536,0,[]
325,1000,65536,0,[]
326,1000,65536,0,[]
327,1000,65536,0,[]
328,1000,65536,0,[]
329,2000,65536,0,[]
330,4,5000,4,"[""Binary Search Tree""]"
331,5,2000,4,"[""Binary Tree""]"
332,6,5000,3,"[""Hash Table""]"
333,4,2000,4,"[""Binary Tree""]"
334,1000,65536,0,[]
335,1000,65536,0,[]
336,1000,65536,0,[]
337,6,5000,2,"[""Binary Tree""]"
338,64,5000,2,"[""Binary Tree""]"
339,1000,65536,0,[]
340,1000,95626,0,[]
341,200,8000,0,[]
342,200,6000,0,[]
343,4,6000,0,[]
344,600,8000,0,[]
345,200,5000,6,"[""Graph Theory""]"
346,1000,65536,0,[]
347,3,10000,2,[]
348,6,2000,3,"[""Binary Tree""]"
349,8,2000,3,"[""Hash Table""]"
350,6,2000,3,"[""Graph Theory""]"
351,1100,40000,0,"[""Segment Tree""]"
352,2000,65536,0,[]
353,1000,65536,0,[]
354,1000,65536,0,[]
355,1000,65536,0,[]
356,5,3000,4,"[""Binary Tree""]"
357,1000,65536,0,[]
358,1000,65536,0,[]
359,1000,65536,0,[]
360,1000,65536,0,[]
361,1000,65536,0,[]
362,1000,65536,0,[]
363,200,10000,0,[]
364,200,5000,0,[]
365,150,8000,5,"[""Dijkstra Algorithm""]"
366,1000,65536,0,[]
367,1000,65536,0,[]
368,10,65536,0,[]
369,1000,131072,1,[]
370,1000,131072,1,[]
371,2000,131072,1,[]
372,1000,131072,1,[]
373,1000,131072,1,[]
374,3000,131072,1,"[""Bit Operation""]"
375,1000,131072,1,[]
376,1000,131072,1,[]
377,1000,131072,1,[]
378,1000,65536,0,[]
379,3000,65536,0,[]
380,1000,65536,0,[]
381,1000,65536,0,[]
382,1000,65536,0,[]
383,1000,65536,0,[]
384,1000,65536,0,[]
385,1000,65536,0,[]
386,1000,65536,0,[]
387,1000,65536,0,[]
388,1000,65536,0,[]
389,1000,65536,0,[]
390,1000,65536,0,[]
391,1000,65536,0,[]
392,1000,65536,0,[]
393,1000,65536,0,[]
394,1000,65536,0,[]
395,1000,65536,0,[]
396,1000,65536,1,[]
397,1000,65536,1,[]
398,1000,65536,1,[]
399,1000,65536,1,[]
400,1000,65536,2,"[""Simulation"",""Loop Program""]"
401,1000,65536,3,[]
402,1000,65536,0,[]
403,1000,65536,0,[]
404,1000,65536,0,[]
407,1000,65536,0,[]
408,1000,65536,0,[]
409,1000,65536,2,"[""String"",""Binary Problem""]"
410,1000,65536,0,[]
412,1000,65536,0,[]
413,1000,65536,7,"[""Input and Output"",""Computing Geometry"",""Mathematical Computation""]"
414,1000,65536,2,"[""Input and Output"",""Loop Program""]"
415,1000,65536,0,[]
416,1000,65536,3,"[""Search"",""Number Theory"",""Prime Number""]"
417,1000,65536,2,"[""Simulation"",""Loop Program""]"
418,1000,65536,0,[]
419,1000,65536,0,[]
420,1000,65536,0,"[""Array""]"
421,1000,65536,0,"[""Array""]"
422,1000,65536,0,[]
423,1000,65536,0,[]
424,300,65536,0,[]
425,1000,65536,0,[]
437,1000,65536,4,"[""Polynomial""]"
438,1000,65536,4,"[""Simulation"",""Loop Program""]"
439,1000,65536,1,"[""Input and Output"",""Escape String""]"
440,1000,65536,2,"[""Input and Output"",""Data Type"",""Mathematical Computation""]"
441,1000,65536,3,"[""Recurrence"",""Recursion"",""Greedy Algorithm""]"
442,1000,65536,5,"[""Input and Output"",""Mathematical Computation"",""Array""]"
443,300,65536,0,[]
444,1500,65536,3,"[""Array""]"
445,1000,65536,6,"[""Sort"",""Divide and Conquer"",""Merge Sort""]"
446,1000,65536,3,"[""Simulation"",""Loop Program""]"
447,500,10000,0,[]
448,300,10000,0,[]
449,1000,65536,3,"[""Recurrence"",""Recursion""]"
450,1000,65536,1,"[""Mathematical Computation""]"
451,1000,65536,0,[]
452,1000,131072,8,"[""Sort"",""Array""]"
453,1000,65536,3,"[""Simulation"",""Loop Program""]"
454,1000,65536,3,"[""Recursion""]"
455,1000,65536,2,"[""Loop Program""]"
456,1000,65536,3,"[""Mathematical Computation"",""Loop Program""]"
457,1000,65536,4,"[""Sort"",""Simulation"",""Array""]"
458,1000,65536,3,"[""Simulation"",""Loop Program""]"
459,1000,65536,4,"[""Simulation"",""Loop Program"",""Array""]"
460,1000,65536,0,"[""Prime Number""]"
461,500,65536,0,"[""Dijkstra Algorithm""]"
462,500,65536,0,"[""Priority Queue""]"
463,1000,65536,0,[]
464,1000,65536,0,[]
465,1000,65536,4,"[""Divide and Conquer"",""Recursion"",""Dynamic Programming""]"
466,300,65536,5,"[""Sort"",""Quick Sort""]"
467,1000,65536,2,"[""Number Theory"",""Greatest Common Divisor""]"
468,100,131072,2,"[""Sort"",""Array""]"
469,30000,65536,0,[]
471,1000,204800,5,"[""Sort"",""Divide and Conquer"",""Quick Sort""]"
472,1000,204800,7,"[""Number Theory"",""Prime Number""]"
473,1000,65536,5,"[""Input and Output"",""Simulation"",""Loop Program""]"
474,1500,204800,4,"[""Dynamic Programming"",""0-1 Knapsack Problem""]"
475,1000,65536,2,"[""Simulation""]"
476,2000,65536,3,"[""Greedy Algorithm""]"
477,30000,65536,0,[]
478,30000,65536,0,[]
480,30000,65536,0,[]
485,5,65536,0,[]
486,2,65536,0,[]
487,1000,65536,2,"[""Simulation"",""Mathematical Computation""]"
488,1000,65536,0,[]
489,1000,65536,0,[]
490,1000,65536,5,"[""Search"",""Simulation""]"
491,650,4396,3,"[""Simulation"",""Loop Program""]"
492,1000,65536,2,"[""Dynamic Programming"",""Longest Common Subsequence""]"
493,1000,65536,4,"[""Recurrence"",""Dynamic Programming""]"
494,5000,65536,10,"[""Dynamic Programming""]"
495,1000,65536,2,"[""Input and Output"",""Pipeline Scheduling"",""Greedy Algorithm""]"
496,1000,65536,6,"[""Graph Theory"",""Dynamic Programming""]"
497,1000,65536,6,"[""Dynamic Programming"",""0-1 Knapsack Problem""]"
498,1000,65536,5,"[""Simulation"",""Loop Program""]"
499,1000,65536,6,"[""Recurrence""]"
500,1000,65536,5,"[""Recurrence"",""Recursion"",""Greedy Algorithm""]"
501,6000,65536,2,"[""Recurrence""]"
502,10,65536,0,[]
503,8,65536,0,[]
504,1000,65536,0,[]
505,1000,65536,0,[]
506,1000,65536,1,[]
507,1000,65536,5,"[""Search"",""Dynamic Programming""]"
508,1000,65536,3,"[""Dynamic Programming"",""Greedy Algorithm""]"
509,1000,65536,3,"[""Greedy Algorithm""]"
510,1000,65536,5,"[""Simulation"",""Greedy Algorithm""]"
511,1000,65536,4,"[""Sort"",""Simulation""]"
512,1000,65536,5,"[""Dynamic Programming"",""Pipeline Scheduling""]"
513,1000,65536,0,[]
516,1000,65536,6,"[""Recurrence"",""Simulation"",""Brute Force""]"
517,2000,65536,8,"[""Dynamic Programming"",""Greedy Algorithm""]"
518,1000,65536,5,"[""String"",""Greedy Algorithm""]"
519,1000,65536,0,[]
523,1000,65536,0,[]
524,2000,65536,0,[]
525,1000,65536,0,[]
526,1000,65536,4,[]
527,1000,65536,4,"[""Simulation"",""Array""]"
528,1000,131072,0,[]
529,2000,65536,3,"[""Divide and Conquer"",""Binary Searching""]"
530,1000,65536,4,"[""Simulation"",""Array""]"
531,1000,65536,2,"[""Sort"",""Array""]"
532,2000,131072,0,[]
533,2000,131072,0,[]
534,1000,65536,9,"[""Recurrence"",""Search""]"
535,1000,131072,0,[]
537,1000,65536,0,[]
538,1000,65536,7,"[""Search"",""Graph Theory"",""Sort""]"
539,2000,131072,0,[]
540,2000,131072,0,[]
541,1000,65536,0,[]
542,6000,131072,0,[]
543,1000,65536,0,[]
544,1000,65536,0,[]
545,1000,65536,0,[]
546,1000,65536,0,[]
547,1000,65536,0,[]
548,2000,65536,0,[]
549,1000,65536,10,"[""Input and Output"",""Simulation"",""Array""]"
550,1000,65536,0,[]
551,4000,131072,0,[]
552,1000,65536,0,[]
553,100,65536,0,[]
554,1000,65536,0,[]
555,1000,65536,0,[]
556,1500,65536,0,[]
557,1000,65536,0,[]
558,1000,65536,3,"[""Divide and Conquer"",""Bisection Method"",""Mathematical Computation""]"
559,1000,131072,0,[]
560,1000,65536,3,"[""Input and Output"",""Simulation"",""Array""]"
562,3000,131072,0,[]
563,1000,65536,5,"[""Search"",""Graph Theory"",""Array""]"
564,2000,65536,4,"[""Divide and Conquer"",""Array""]"
565,1000,65536,5,[]
566,2000,131072,0,[]
567,5000,131072,0,[]
568,1000,65536,0,[]
569,1000,65536,6,"[""Search"",""Graph Theory"",""Dynamic Programming""]"
570,300,65536,7,"[""Computing Geometry""]"
571,1000,65536,4,"[""Mathematical Computation""]"
572,1000,65536,0,[]
573,1000,131072,0,[]
574,1000,131072,0,[]
575,1000,131072,3,"[""Computing Geometry""]"
583,1000,65536,3,"[""Input and Output"",""Simulation"",""Pointer""]"
584,1000,65536,5,"[""String"",""Sort"",""Array""]"
585,1000,65536,7,"[""Dynamic Programming""]"
586,1000,65536,0,[]
587,1000,131072,0,[]
588,10,65536,0,[]
589,1000,65536,0,[]
590,1000,131072,0,[]
591,20,65536,0,[]
592,1000,131072,0,[]
593,1000,65536,0,[]
594,1500,204800,6,"[""Divide and Conquer"",""Array""]"
595,1000,65536,0,[]
596,1000,65536,0,[]
597,2000,131072,0,[]
598,1000,65536,6,[]
599,1000,65536,0,[]
600,1000,65536,4,"[""Recurrence""]"
601,5000,131072,3,"[""Computing Geometry""]"
602,1000,131072,0,[]
603,1000,131072,1,"[""Tree Structure"",""Simulation""]"
604,1000,65536,0,[]
605,1000,65536,0,[]
606,1000,65536,6,"[""Search"",""Simulation""]"
607,500,65536,8,"[""Divide and Conquer"",""Computing Geometry"",""Convex Closure""]"
608,2000,131072,5,"[""Matrix/Determinant""]"
609,1000,131072,0,[]
610,2000,131072,4,"[""Array""]"
611,1000,65536,0,[]
612,1000,65536,0,[]
613,1000,65536,0,[]
614,1000,65536,5,"[""String"",""Simulation""]"
615,1000,65536,5,"[""String"",""Simulation""]"
616,1000,65536,4,"[""Sort""]"
617,1000,65536,3,"[""String"",""Dynamic Programming"",""Complete Pack""]"
618,1000,65536,5,"[""String"",""Array""]"
619,500,65536,9,"[""Fast Fourier Transform"",""Convolution"",""Mathematical Computation""]"
620,1000,65536,3,"[""Number Theory""]"
621,1000,65536,5,"[""Computing Geometry"",""Convex Closure""]"
622,1000,65536,0,[]
623,1000,131072,0,[]
624,1000,65536,0,[]
625,1000,65536,2,"[""String""]"
626,1000,65536,0,[]
627,1000,65536,0,[]
628,1000,65536,0,[]
629,2000,204800,9,"[""Divide and Conquer""]"
630,1000,65536,0,[]
631,1000,65536,0,[]
632,3000,131072,0,[]
633,1000,131072,0,[]
634,1000,65536,0,[]
635,1000,65536,3,"[""Bit Operation"",""Binary System""]"
636,1000,65536,0,[]
637,1000,65536,0,[]
638,500,65536,0,[]
639,1000,65536,2,"[""String""]"
640,2000,131072,3,"[""Graph Theory""]"
641,1000,65536,0,[]
642,1000,65536,0,[]
643,1000,65536,0,[]
644,1000,65536,0,[]
645,1000,7680,4,"[""Bit Operation""]"
646,1000,65536,5,"[""Bit Operation"",""Brute Force""]"
647,1000,131072,2,"[""Mathematical Computation""]"
648,1000,65536,0,"[""Dynamic Programming""]"
649,1000,65536,0,[]
650,1500,65536,0,[]
651,1000,65536,0,"[""Prime Number""]"
652,1000,65536,4,"[""Dynamic Programming""]"
653,1000,65536,0,[]
654,1000,65536,0,[]
655,1000,65536,4,"[""Recursion""]"
656,1000,65536,0,[]
657,1000,65536,5,"[""Simulation"",""Greedy Algorithm""]"
658,1000,65536,4,"[""Recursion""]"
659,1000,65536,5,"[""Simulation""]"
660,1000,65536,0,[]
661,1000,65536,4,[]
662,1000,65536,0,[]
663,1000,65536,0,[]
664,1000,65536,0,[]
665,1000,65536,0,[]
666,1000,65536,0,[]
667,1000,65536,0,[]
668,2000,65536,1,"[""Greedy Algorithm""]"
669,2000,131072,3,"[""Sort"",""Divide and Conquer""]"
670,1000,65536,9,"[""Graph Theory""]"
671,1000,65536,3,"[""Priority Queue"",""Greedy Algorithm""]"
672,1000,65536,2,"[""Number Theory"",""Greatest Common Divisor""]"
673,1000,65536,5,"[""Greedy Algorithm""]"
674,2000,65536,5,"[""Sort"",""Divide and Conquer"",""Inverted Order Pair""]"
675,5000,65536,1,"[""Polynomial"",""Array""]"
677,1000,65536,9,"[""Divide and Conquer""]"
679,2000,65536,8,"[""Dynamic Programming""]"
680,1000,65536,8,"[""Computing Geometry"",""Convex Closure""]"
681,2000,65536,4,"[""Dynamic Programming""]"
682,1000,5000,4,"[""Sort"",""Simulation""]"
688,1000,65536,4,"[""Simulation""]"
689,1000,65536,6,"[""Graph Theory"",""Dynamic Programming""]"
690,1000,65536,7,"[""Simulation"",""Array""]"
691,1000,65536,0,[]
692,1000,65536,0,[]
693,5,1800,0,[]
696,100,65536,2,"[""Sort""]"
697,500,65536,3,"[""Sort""]"
698,2000,65536,3,"[""Greedy Algorithm""]"
699,1000,65536,0,[]
700,1000,65536,7,"[""Pruning Algorithm""]"
701,2000,204800,5,"[""Linked List"",""Matrix/Determinant"",""Simulation""]"
702,1000,65536,2,"[""Linked List""]"
703,1000,10000,1,"[""Linked List""]"
704,1000,65536,0,[]
705,35,3000,4,"[""Number Theory""]"
706,1000,204800,3,"[""Linked List"",""Simulation"",""Array""]"
707,2000,65536,0,[]
708,1000,65536,1,"[""Linked List""]"
709,1000,65536,4,"[""Linked List""]"
710,1000,65536,0,[]
711,1000,204800,4,"[""Stack""]"
712,1000,65536,0,[]
713,500,5000,4,"[""Number Theory""]"
714,1000,65536,0,[]
715,2000,204800,3,"[""Queue"",""Simulation"",""Array""]"
716,1000,65536,3,"[""Stack""]"
717,1000,4096,1,"[""Queue""]"
718,1000,3000,0,"[""Precision""]"
719,1000,65536,0,"[""Stack""]"
720,1000,65536,0,"[""Heap""]"
721,2000,204800,2,"[""Queue"",""Simulation"",""Array""]"
722,1000,65536,0,"[""Stack""]"
723,1000,65536,0,"[""String""]"
724,1000,65536,0,"[""Stack""]"
725,1000,65536,0,"[""Stack""]"
726,1000,65536,0,"[""Stack""]"
727,1000,65536,0,"[""Sort""]"
728,1000,204800,2,"[""Mathematical Computation""]"
729,2000,204800,3,"[""String"",""Greedy Algorithm""]"
730,200,5000,3,"[""Array""]"
731,1000,65536,0,"[""Linked List""]"
732,1000,65536,3,"[""Array""]"
733,1000,65536,0,"[""Queue""]"
734,1000,65536,0,"[""Hamming Distance""]"
735,1000,65536,0,"[""A+B Problem""]"
736,1000,65536,0,[]
737,1000,65536,0,"[""Stack""]"
738,1000,65536,0,"[""Queue""]"
739,1000,65536,5,"[""String"",""Simulation""]"
742,2000,204800,4,"[""String"",""Divide and Conquer"",""Simulation""]"
743,1000,65536,0,"[""Stack""]"
744,1000,3000,0,"[""Linked List""]"
745,1000,65536,0,"[""Linked List""]"
746,3000,65536,4,"[""String"",""String Matching""]"
747,10000,65536,0,[]
748,1000,4000,0,"[""Stack""]"
749,1000,65536,4,"[""Tree Structure"",""Dynamic Programming""]"
750,3000,204800,3,"[""Tree Structure"",""Simulation""]"
751,1000,65536,0,[]
752,1000,65536,0,"[""Binary Search Tree""]"
753,1000,65536,0,[]
754,3000,204800,2,"[""Array""]"
756,10000,204800,4,"[""A+B Problem""]"
757,1000,65536,0,[]
758,3000,204800,3,"[""Search"",""Tree Structure""]"
759,1000,65536,0,[]
760,1000,65536,0,"[""Tree Structure""]"
761,1000,65536,0,"[""Huffman Coding""]"
762,15,65536,0,"[""Tree Structure""]"
763,2000,204800,3,"[""Search"",""Tree Structure""]"
764,1000,65536,3,"[""Sort"",""Array""]"
765,1000,65536,7,"[""Queue"",""Number Theory""]"
766,1000,65536,4,[]
767,1000,65536,0,"[""Tree Structure""]"
768,1000,204800,3,"[""Tree Structure"",""Dynamic Programming""]"
769,20,65536,0,"[""Prime Number""]"
770,1000,204800,1,"[""Search"",""Tree Structure""]"
771,1000,65536,0,[]
777,1000,65536,0,"[""Tree Structure""]"
778,2000,204800,1,"[""Simulation""]"
780,1000,65536,0,[]
781,2000,204800,2,[]
782,2000,102400,5,"[""Graph Theory""]"
783,2000,204800,3,"[""Graph Theory""]"
784,1000,65536,0,"[""Minimal Spanning Tree""]"
785,1000,65536,0,"[""Disjoint Set Union""]"
786,1000,65536,0,"[""Binary Problem""]"
787,2000,204800,1,"[""Graph Theory"",""Minimal Spanning Tree""]"
788,5000,204800,6,"[""Minimal Spanning Tree""]"
789,1000,65536,0,"[""Disjoint Set Union""]"
790,1000,65536,0,"[""Disjoint Set Union""]"
799,1000,65536,0,[]
800,1000,65536,0,[]
801,2000,131072,0,[]
802,2000,131072,0,[]
803,1000,65536,0,[]
804,2000,65536,0,[]
805,2000,65536,0,[]
806,1000,131072,0,[]
807,1000,65536,1,[]
808,20000,65536,0,[]
809,8000,131072,0,[]
810,1000,65536,0,[]
811,2000,128000,0,[]
