user_id,rank,problem_id,p_ac,difficulty,in_growth_band
12,1,6788,0.6980506181716919,3,1
12,2,3710,0.6980506181716919,3,1
12,3,558,0.6980506181716919,3,1
12,4,557,0.6980506181716919,3,1
12,5,8757,0.6980506181716919,3,1
12,6,8734,0.6980506181716919,3,1
12,7,532,0.6980506181716919,3,1
12,8,3415,0.6980506181716919,3,1
12,9,3608,0.6980506181716919,3,1
12,10,3623,0.6980506181716919,3,1
13,1,5374,0.698481023311615,3,1
13,2,2523,0.698481023311615,3,1
13,3,3031,0.698481023311615,3,1
13,4,4291,0.698481023311615,3,1
13,5,5502,0.698481023311615,3,1
13,6,7638,0.698481023311615,3,1
13,7,5954,0.698481023311615,3,1
13,8,8567,0.698481023311615,3,1
13,9,1650,0.698481023311615,3,1
13,10,6368,0.698481023311615,3,1
14,1,5849,0.6590052247047424,2,1
14,2,8460,0.6349250674247742,1,1
14,3,3279,0.6349250674247742,1,1
14,4,6519,0.6349250674247742,1,1
14,5,6521,0.6349250674247742,1,1
14,6,5276,0.6349250674247742,1,1
14,7,4956,0.6349250674247742,1,1
14,8,5764,0.6349250674247742,1,1
14,9,9389,0.6349250674247742,1,1
14,10,7330,0.6349250674247742,1,1
15,1,9553,0.6984617114067078,4,1
15,2,2378,0.6984617114067078,4,1
15,3,5877,0.6981076002120972,4,1
15,4,8685,0.6981076002120972,4,1
15,5,8771,0.6979425549507141,4,1
15,6,3338,0.6975882649421692,4,1
15,7,7958,0.6975882649421692,4,1
15,8,6374,0.6967131495475769,4,1
15,9,3017,0.6967131495475769,4,1
15,10,4438,0.6967131495475769,4,1
16,1,3337,0.6720865368843079,3,1
16,2,9731,0.6715009212493896,7,1
16,3,8919,0.6676144599914551,4,1
16,4,8769,0.6675055027008057,3,1
16,5,3381,0.6675055027008057,3,1
16,6,4056,0.6675055027008057,3,1
16,7,7962,0.6675055027008057,3,1
16,8,4338,0.6675055027008057,3,1
16,9,7446,0.6664785742759705,3,1
16,10,5049,0.6640797853469849,3,1
17,1,1414,0.6955066323280334,2,1
17,2,1142,0.6955066323280334,2,1
17,3,9510,0.6945273280143738,2,1
17,4,7317,0.6945273280143738,2,1
17,5,3557,0.6945273280143738,2,1
17,6,4457,0.6945273280143738,2,1
17,7,2582,0.6945273280143738,2,1
17,8,5223,0.6945273280143738,2,1
17,9,7588,0.6945273280143738,2,1
17,10,2629,0.6945273280143738,2,1
18,1,2701,0.6993768215179443,5,1
18,2,570,0.6993768215179443,5,1
18,3,4525,0.6993768215179443,5,1
18,4,4238,0.6993768215179443,5,1
18,5,785,0.6993768215179443,5,1
18,6,2137,0.6993768215179443,5,1
18,7,6394,0.6993768215179443,5,1
18,8,8792,0.6993768215179443,5,1
18,9,3423,0.6993768215179443,5,1
18,10,9362,0.6970635652542114,6,1
19,1,3337,0.6737297773361206,3,1
19,2,3381,0.6691603660583496,3,1
19,3,8769,0.6691603660583496,3,1
19,4,4338,0.6691603660583496,3,1
19,5,4056,0.6691603660583496,3,1
19,6,7962,0.6691603660583496,3,1
19,7,7446,0.6681360602378845,3,1
19,8,5049,0.6657431721687317,3,1
19,9,7957,0.6651948094367981,3,1
19,10,5799,0.6643390655517578,3,1
20,1,9796,0.6998022794723511,4,1
20,2,9934,0.6998022794723511,4,1
20,3,3499,0.6998022794723511,4,1
20,4,9567,0.6998022794723511,4,1
20,5,7941,0.699531614780426,4,1
20,6,8780,0.699531614780426,4,1
20,7,7954,0.6993670463562012,4,1
20,8,5304,0.699123203754425,4,1
20,9,2601,0.699123203754425,4,1
20,10,7025,0.699123203754425,4,1
21,1,2,0.699870228767395,4,1
21,2,6300,0.699870228767395,4,1
21,3,6221,0.699870228767395,4,1
21,4,6069,0.699870228767395,4,1
21,5,6056,0.699870228767395,4,1
21,6,6050,0.699870228767395,4,1
21,7,6049,0.699870228767395,4,1
21,8,10135,0.699870228767395,4,1
21,9,2056,0.699870228767395,4,1
21,10,5568,0.699870228767395,4,1
22,1,5649,0.6483400464057922,2,1
22,2,9606,0.6269187331199646,4,1
22,3,9443,0.6239364743232727,1,1
22,4,8468,0.6239364743232727,1,1
22,5,207,0.6239364743232727,1,1
22,6,1166,0.6239364743232727,1,1
22,7,5276,0.6239364743232727,1,1
22,8,5764,0.6239364743232727,1,1
22,9,8852,0.6239364743232727,1,1
22,10,3742,0.6239364743232727,1,1
23,1,8320,0.6915146112442017,1,1
23,2,7446,0.6339054107666016,3,1
23,3,8751,0.6153807640075684,3,1
23,4,3742,0.606419026851654,1,1
23,5,4956,0.606419026851654,1,1
23,6,6519,0.606419026851654,1,1
23,7,6521,0.606419026851654,1,1
23,8,5276,0.606419026851654,1,1
23,9,3008,0.606419026851654,1,1
23,10,5764,0.606419026851654,1,1
24,1,5649,0.6620575189590454,2,1
24,2,5048,0.6620575189590454,2,1
24,3,5849,0.6620575189590454,2,1
24,4,8679,0.6620575189590454,2,1
24,5,8678,0.6620575189590454,2,1
24,6,617,0.6620575189590454,2,1
24,7,8677,0.6620575189590454,2,1
24,8,618,0.6620575189590454,2,1
24,9,5047,0.6620575189590454,2,1
24,10,5848,0.6620575189590454,2,1
25,1,9069,0.6490769386291504,6,1
25,2,3319,0.6488531231880188,4,1
25,3,9915,0.6346083879470825,3,1
25,4,2928,0.6344944834709167,2,1
25,5,3261,0.634380578994751,1,1
25,6,1166,0.634380578994751,1,1
25,7,5276,0.634380578994751,1,1
25,8,5764,0.634380578994751,1,1
25,9,3008,0.634380578994751,1,1
25,10,3742,0.634380578994751,1,1
26,1,7887,0.6967536211013794,4,1
26,2,8915,0.6967536211013794,4,1
26,3,9284,0.6967536211013794,4,1
26,4,503,0.6967536211013794,4,1
26,5,495,0.6967536211013794,4,1
26,6,494,0.6967536211013794,4,1
26,7,492,0.6967536211013794,4,1
26,8,6454,0.6967536211013794,4,1
26,9,4725,0.6967536211013794,4,1
26,10,1215,0.6967536211013794,4,1
27,1,4442,0.6981893181800842,3,1
27,2,5564,0.6981893181800842,3,1
27,3,5152,0.6981893181800842,3,1
27,4,5159,0.6981893181800842,3,1
27,5,554,0.6981893181800842,3,1
27,6,5301,0.6981893181800842,3,1
27,7,3210,0.6981893181800842,3,1
27,8,528,0.6981893181800842,3,1
27,9,523,0.6981893181800842,3,1
27,10,3163,0.6981893181800842,3,1
28,1,5050,0.6956416964530945,3,1
28,2,3337,0.6953917741775513,3,1
28,3,2711,0.6937434077262878,6,1
28,4,4238,0.6936390399932861,5,1
28,5,3381,0.6909866333007812,3,1
28,6,7962,0.6909866333007812,3,1
28,7,8769,0.6909866333007812,3,1
28,8,4056,0.6909866333007812,3,1
28,9,4338,0.6909866333007812,3,1
28,10,7446,0.6899985671043396,3,1
29,1,7613,0.6411747932434082,2,1
29,2,10269,0.6195470094680786,2,1
29,3,3841,0.6123406887054443,2,1
29,4,3696,0.6123406887054443,2,1
29,5,6362,0.611893355846405,1,1
29,6,1169,0.611893355846405,1,1
29,7,826,0.5503760576248169,4,1
29,8,5822,0.5228185057640076,6,1
29,9,8556,0.5223284363746643,2,1
29,10,1166,0.5200773477554321,1,1
30,1,1142,0.6998449563980103,2,1
30,2,1414,0.6998449563980103,2,1
30,3,2582,0.6988735198974609,2,1
30,4,7692,0.6988735198974609,2,1
30,5,475,0.6988735198974609,2,1
30,6,4457,0.6988735198974609,2,1
30,7,3476,0.6988735198974609,2,1
30,8,9510,0.6988735198974609,2,1
30,9,2629,0.6988735198974609,2,1
30,10,7588,0.6988735198974609,2,1
31,1,3381,0.6971535086631775,3,1
31,2,7962,0.6971535086631775,3,1
31,3,8769,0.6971535086631775,3,1
31,4,4056,0.6971535086631775,3,1
31,5,4338,0.6971535086631775,3,1
31,6,7446,0.6961765289306641,3,1
31,7,5049,0.6938931941986084,3,1
31,8,7957,0.6933697462081909,3,1
31,9,4508,0.6925526857376099,3,1
31,10,5799,0.6925526857376099,3,1
32,1,8680,0.690445601940155,4,1
32,2,8715,0.6901932954788208,4,1
32,3,7966,0.6857469081878662,4,1
32,4,826,0.6857469081878662,4,1
32,5,769,0.6857469081878662,4,1
32,6,2764,0.6857469081878662,4,1
32,7,8195,0.6857469081878662,4,1
32,8,3069,0.6857469081878662,4,1
32,9,3611,0.6857469081878662,4,1
32,10,3095,0.6857469081878662,4,1
33,1,5848,0.6837226748466492,2,1
33,2,618,0.6837226748466492,2,1
33,3,3499,0.6764696836471558,4,1
33,4,2385,0.6604887247085571,1,1
33,5,8460,0.6604887247085571,1,1
33,6,5276,0.6604887247085571,1,1
33,7,7330,0.6604887247085571,1,1
33,8,8852,0.6604887247085571,1,1
33,9,5764,0.6604887247085571,1,1
33,10,1166,0.6604887247085571,1,1
34,1,5050,0.6981796622276306,3,1
34,2,3337,0.6979308724403381,3,1
34,3,4338,0.6935462951660156,3,1
34,4,8769,0.6935462951660156,3,1
34,5,7962,0.6935462951660156,3,1
34,6,3381,0.6935462951660156,3,1
34,7,7446,0.6925627589225769,3,1
34,8,5049,0.6902643442153931,3,1
34,9,7957,0.6897374987602234,3,1
34,10,542,0.6889150738716125,3,1
35,1,3337,0.6727346181869507,3,1
35,2,3381,0.6681581735610962,3,1
35,3,7962,0.6681581735610962,3,1
35,4,4338,0.6681581735610962,3,1
35,5,4056,0.6681581735610962,3,1
35,6,8769,0.6681581735610962,3,1
35,7,7446,0.6671323180198669,3,1
35,8,8685,0.6648452281951904,4,1
35,9,5049,0.6647357940673828,3,1
35,10,7957,0.6641865968704224,3,1
36,1,5050,0.6914772987365723,3,1
36,2,3337,0.6912254095077515,3,1
36,3,8769,0.6867871880531311,3,1
36,4,4338,0.6867871880531311,3,1
36,5,7962,0.6867871880531311,3,1
36,6,4056,0.6867871880531311,3,1
36,7,3381,0.6867871880531311,3,1
36,8,7446,0.6857917904853821,3,1
36,9,5049,0.6834658980369568,3,1
36,10,7957,0.6829327940940857,3,1
37,1,8680,0.6596288681030273,4,1
37,2,8715,0.6593638062477112,4,1
37,3,1888,0.6586560010910034,7,1
37,4,9730,0.6585462689399719,6,1
37,5,8232,0.6546963453292847,4,1
37,6,3611,0.6546963453292847,4,1
37,7,7029,0.6546963453292847,4,1
37,8,4934,0.6546963453292847,4,1
37,9,8790,0.6546963453292847,4,1
37,10,826,0.6546963453292847,4,1
38,1,5877,0.6999310255050659,4,1
38,2,8685,0.6999310255050659,4,1
38,3,8771,0.6997665166854858,4,1
38,4,5537,0.6995216012001038,5,1
38,5,7958,0.6994134187698364,4,1
38,6,3338,0.6994134187698364,4,1
38,7,5217,0.6985413432121277,4,1
38,8,273,0.6985413432121277,4,1
38,9,4595,0.6985413432121277,4,1
38,10,326,0.6985413432121277,4,1
39,1,246,0.6764529943466187,2,1
39,2,8130,0.6757785677909851,5,1
39,3,2385,0.6617274880409241,1,1
39,4,8468,0.6617274880409241,1,1
39,5,264,0.6617274880409241,1,1
39,6,8852,0.6617274880409241,1,1
39,7,3280,0.6617274880409241,1,1
39,8,4956,0.6617274880409241,1,1
39,9,4289,0.6617274880409241,1,1
39,10,9443,0.6617274880409241,1,1
40,1,5649,0.6570519208908081,2,1
40,2,618,0.6570519208908081,2,1
40,3,7862,0.635863184928894,4,1
40,4,2385,0.6329106092453003,1,1
40,5,3742,0.6329106092453003,1,1
40,6,6519,0.6329106092453003,1,1
40,7,5276,0.6329106092453003,1,1
40,8,6521,0.6329106092453003,1,1
40,9,4956,0.6329106092453003,1,1
40,10,264,0.6329106092453003,1,1
41,1,5050,0.6893962025642395,3,1
41,2,3337,0.6891434192657471,3,1
41,3,4056,0.6846888661384583,3,1
41,4,4338,0.6846888661384583,3,1
41,5,8769,0.6846888661384583,3,1
41,6,3381,0.6846888661384583,3,1
41,7,7962,0.6846888661384583,3,1
41,8,7446,0.6836898922920227,3,1
41,9,8685,0.681462287902832,4,1
41,10,5049,0.6813556551933289,3,1
42,1,4508,0.6982128620147705,3,1
42,2,1060,0.691186249256134,2,1
42,3,299,0.691186249256134,2,1
42,4,246,0.691186249256134,2,1
42,5,3975,0.6769183278083801,2,1
42,6,6526,0.6768109202384949,1,1
42,7,8468,0.6768109202384949,1,1
42,8,5764,0.6768109202384949,1,1
42,9,264,0.6768109202384949,1,1
42,10,3279,0.6768109202384949,1,1
43,1,1142,0.6989588737487793,2,1
43,2,1414,0.6989588737487793,2,1
43,3,3557,0.697985827922821,2,1
43,4,2629,0.697985827922821,2,1
43,5,8477,0.697985827922821,2,1
43,6,4457,0.697985827922821,2,1
43,7,7588,0.697985827922821,2,1
43,8,3476,0.697985827922821,2,1
43,9,383,0.697985827922821,2,1
43,10,475,0.697985827922821,2,1
44,1,4586,0.6762884259223938,1,1
44,2,4289,0.6762884259223938,1,1
44,3,6365,0.6762884259223938,1,1
44,4,6538,0.6762884259223938,1,1
44,5,4956,0.6762884259223938,1,1
44,6,8852,0.6762884259223938,1,1
44,7,5276,0.6762884259223938,1,1
44,8,7330,0.6762884259223938,1,1
44,9,5764,0.6762884259223938,1,1
44,10,3279,0.6762884259223938,1,1
45,1,3476,0.6993247866630554,2,1
45,2,7317,0.6993247866630554,2,1
45,3,9510,0.6993247866630554,2,1
45,4,4457,0.6993247866630554,2,1
45,5,475,0.6993247866630554,2,1
45,6,5223,0.6993247866630554,2,1
45,7,8477,0.6993247866630554,2,1
45,8,3557,0.6993247866630554,2,1
45,9,7588,0.6993247866630554,2,1
45,10,2582,0.6993247866630554,2,1
46,1,9466,0.6856626868247986,5,1
46,2,4819,0.6856626868247986,5,1
46,3,3671,0.6729419231414795,6,1
46,4,10486,0.6728338003158569,5,1
46,5,10254,0.6728338003158569,5,1
46,6,3436,0.6728338003158569,5,1
46,7,6035,0.6728338003158569,5,1
46,8,5850,0.6728338003158569,5,1
46,9,570,0.6718152761459351,5,1
46,10,6394,0.6718152761459351,5,1
47,1,2284,0.6988206505775452,2,1
47,2,5190,0.6919066309928894,2,1
47,3,6538,0.6775491833686829,1,1
47,4,3279,0.6775491833686829,1,1
47,5,3261,0.6775491833686829,1,1
47,6,5816,0.6775491833686829,1,1
47,7,730,0.6775491833686829,1,1
47,8,708,0.6775491833686829,1,1
47,9,6526,0.6775491833686829,1,1
47,10,537,0.6775491833686829,1,1
48,1,8680,0.6818573474884033,4,1
48,2,8715,0.6816012859344482,4,1
48,3,785,0.6796988248825073,5,1
48,4,7966,0.6770893335342407,4,1
48,5,3095,0.6770893335342407,4,1
48,6,3069,0.6770893335342407,4,1
48,7,8232,0.6770893335342407,4,1
48,8,8195,0.6770893335342407,4,1
48,9,5541,0.6770893335342407,4,1
48,10,621,0.6770893335342407,4,1
49,1,8715,0.6846174597740173,4,1
49,2,8232,0.6801281571388245,4,1
49,3,8714,0.6801281571388245,4,1
49,4,9798,0.6801281571388245,4,1
49,5,1850,0.6801281571388245,4,1
49,6,3069,0.6801281571388245,4,1
49,7,3611,0.6801281571388245,4,1
49,8,7964,0.6801281571388245,4,1
49,9,4934,0.6801281571388245,4,1
49,10,3095,0.6801281571388245,4,1
50,1,4506,0.6195079684257507,3,1
50,2,5764,0.6192764043807983,1,1
50,3,5816,0.6192764043807983,1,1
50,4,1166,0.6192764043807983,1,1
50,5,5276,0.6192764043807983,1,1
50,6,3008,0.6192764043807983,1,1
50,7,264,0.6192764043807983,1,1
50,8,8852,0.6192764043807983,1,1
50,9,730,0.6192764043807983,1,1
50,10,708,0.6192764043807983,1,1
51,1,1564,0.6957668662071228,4,1
51,2,5208,0.6956207752227783,1,1
51,3,730,0.6956207752227783,1,1
51,4,207,0.6956207752227783,1,1
51,5,1166,0.6956207752227783,1,1
51,6,9443,0.6956207752227783,1,1
51,7,5764,0.6956207752227783,1,1
51,8,6538,0.6956207752227783,1,1
51,9,5361,0.6956207752227783,1,1
51,10,8468,0.6956207752227783,1,1
52,1,8680,0.668980062007904,4,1
52,2,9081,0.6642236113548279,5,1
52,3,5541,0.6641141176223755,4,1
52,4,8919,0.6641141176223755,4,1
52,5,1850,0.6641141176223755,4,1
52,6,3095,0.6641141176223755,4,1
52,7,7966,0.6641141176223755,4,1
52,8,8232,0.6641141176223755,4,1
52,9,7964,0.6641141176223755,4,1
52,10,3069,0.6641141176223755,4,1
53,1,826,0.6989232301712036,4,1
53,2,8195,0.6989232301712036,4,1
53,3,8919,0.6989232301712036,4,1
53,4,3392,0.6989232301712036,4,1
53,5,3380,0.6989232301712036,4,1
53,6,4934,0.6989232301712036,4,1
53,7,769,0.6989232301712036,4,1
53,8,8232,0.6989232301712036,4,1
53,9,7961,0.6989232301712036,4,1
53,10,1850,0.6989232301712036,4,1
54,1,7050,0.6970461010932922,2,1
54,2,3516,0.6969404816627502,2,1
54,3,2933,0.6969404816627502,2,1
54,4,6392,0.6969404816627502,2,1
54,5,8573,0.6969404816627502,2,1
54,6,4721,0.6969404816627502,2,1
54,7,8462,0.6969404816627502,2,1
54,8,9521,0.6969404816627502,2,1
54,9,1659,0.6969404816627502,2,1
54,10,7691,0.6969404816627502,2,1
55,1,4819,0.6939517855644226,5,1
55,2,9466,0.6939517855644226,5,1
55,3,3436,0.6813039779663086,5,1
55,4,6035,0.6813039779663086,5,1
55,5,10486,0.6813039779663086,5,1
55,6,10254,0.6813039779663086,5,1
55,7,6394,0.6802992820739746,5,1
55,8,4238,0.6802992820739746,5,1
55,9,4525,0.6802992820739746,5,1
55,10,3423,0.6802992820739746,5,1
56,1,8715,0.6562542915344238,4,1
56,2,914,0.651678204536438,5,1
56,3,8790,0.6515666842460632,4,1
56,4,621,0.6515666842460632,4,1
56,5,3380,0.6515666842460632,4,1
56,6,7961,0.6515666842460632,4,1
56,7,2764,0.6515666842460632,4,1
56,8,4934,0.6515666842460632,4,1
56,9,3069,0.6515666842460632,4,1
56,10,5541,0.6515666842460632,4,1
57,1,380,0.6995759010314941,1,1
57,2,2487,0.6995759010314941,1,1
57,3,5805,0.6995759010314941,1,1
57,4,2836,0.6995759010314941,1,1
57,5,791,0.6995759010314941,1,1
57,6,381,0.6995759010314941,1,1
57,7,5491,0.6995759010314941,1,1
57,8,317,0.6995759010314941,1,1
57,9,4429,0.6995759010314941,1,1
57,10,2756,0.6943721771240234,1,1
58,1,8450,0.6724016070365906,1,1
58,2,7044,0.6720946431159973,1,1
58,3,1096,0.6709620356559753,4,1
58,4,2589,0.6707451939582825,2,1
58,5,742,0.6652809977531433,2,1
58,6,4763,0.5942375063896179,4,1
58,7,6106,0.59348064661026,6,1
58,8,5208,0.5848581194877625,1,1
58,9,4289,0.5848581194877625,1,1
58,10,3280,0.5848581194877625,1,1
59,1,2845,0.6074680089950562,4,1
59,2,479,0.6024984121322632,4,1
59,3,6602,0.577424168586731,1,1
59,4,1487,0.5770129561424255,2,1
59,5,5049,0.5104587078094482,3,1
59,6,5116,0.5103359818458557,2,1
59,7,618,0.5103359818458557,2,1
59,8,6087,0.4927562177181244,5,1
59,9,6526,0.48397794365882874,1,1
59,10,207,0.48397794365882874,1,1
60,1,10348,0.6994704604148865,3,1
60,2,8106,0.6985125541687012,3,1
60,3,3329,0.6985125541687012,3,1
60,4,3330,0.6985125541687012,3,1
60,5,7459,0.6939239501953125,3,1
60,6,512,0.6939239501953125,3,1
60,7,1786,0.6939239501953125,3,1
60,8,8494,0.6939239501953125,3,1
60,9,9720,0.6939239501953125,3,1
60,10,7320,0.6939239501953125,3,1
61,1,589,0.6981209516525269,6,1
61,2,9633,0.698017418384552,5,1
61,3,2065,0.698017418384552,5,1
61,4,10016,0.698017418384552,5,1
61,5,8808,0.698017418384552,5,1
61,6,8807,0.698017418384552,5,1
61,7,8806,0.698017418384552,5,1
61,8,8773,0.698017418384552,5,1
61,9,1524,0.698017418384552,5,1
61,10,4138,0.698017418384552,5,1
62,1,4294,0.69595867395401,4,1
62,2,2857,0.69595867395401,4,1
62,3,3047,0.69595867395401,4,1
62,4,2987,0.69595867395401,4,1
62,5,2944,0.69595867395401,4,1
62,6,2941,0.69595867395401,4,1
62,7,2931,0.69595867395401,4,1
62,8,2927,0.69595867395401,4,1
62,9,2871,0.69595867395401,4,1
62,10,2850,0.69595867395401,4,1
63,1,8715,0.694243311882019,4,1
63,2,7964,0.6898289322853088,4,1
63,3,3392,0.6898289322853088,4,1
63,4,4934,0.6898289322853088,4,1
63,5,769,0.6898289322853088,4,1
63,6,826,0.6898289322853088,4,1
63,7,8875,0.6898289322853088,4,1
63,8,8195,0.6898289322853088,4,1
63,9,8232,0.6898289322853088,4,1
63,10,7966,0.6898289322853088,4,1
64,1,5753,0.6990465521812439,2,1
64,2,5047,0.6394102573394775,2,1
64,3,5764,0.6147552728652954,1,1
64,4,9389,0.6147552728652954,1,1
64,5,207,0.6147552728652954,1,1
64,6,708,0.6147552728652954,1,1
64,7,9266,0.6147552728652954,1,1
64,8,4956,0.6147552728652954,1,1
64,9,5208,0.6147552728652954,1,1
64,10,6519,0.6147552728652954,1,1
65,1,8680,0.6897346377372742,4,1
65,2,8715,0.6894820332527161,4,1
65,3,7966,0.6850301027297974,4,1
65,4,8790,0.6850301027297974,4,1
65,5,7961,0.6850301027297974,4,1
65,6,3380,0.6850301027297974,4,1
65,7,2764,0.6850301027297974,4,1
65,8,8714,0.6850301027297974,4,1
65,9,826,0.6850301027297974,4,1
65,10,3611,0.6850301027297974,4,1
66,1,618,0.6662753224372864,2,1
66,2,5047,0.6662753224372864,2,1
66,3,8679,0.6662753224372864,2,1
66,4,5849,0.6662753224372864,2,1
66,5,8678,0.6662753224372864,2,1
66,6,8677,0.6662753224372864,2,1
66,7,5649,0.6662753224372864,2,1
66,8,5048,0.6662753224372864,2,1
66,9,8676,0.6662753224372864,2,1
66,10,5848,0.6662753224372864,2,1
67,1,7339,0.6998791098594666,4,1
67,2,780,0.6998791098594666,4,1
67,3,8943,0.6998791098594666,4,1
67,4,8745,0.6998791098594666,4,1
67,5,4607,0.6998791098594666,4,1
67,6,8784,0.6998791098594666,4,1
67,7,8527,0.6998791098594666,4,1
67,8,5548,0.6962801814079285,4,1
67,9,9917,0.6962801814079285,4,1
67,10,3933,0.6962801814079285,4,1
68,1,7921,0.6996225118637085,4,1
68,2,8377,0.6996225118637085,4,1
68,3,9877,0.6996225118637085,4,1
68,4,3238,0.6996225118637085,4,1
68,5,3771,0.6996225118637085,4,1
68,6,4476,0.6996225118637085,4,1
68,7,10336,0.6996225118637085,4,1
68,8,9155,0.6996225118637085,4,1
68,9,2716,0.6996225118637085,4,1
68,10,7896,0.6996225118637085,4,1
69,1,9727,0.6778805255889893,6,1
69,2,7410,0.6778805255889893,6,1
69,3,7253,0.6778805255889893,6,1
69,4,8857,0.6714485287666321,6,1
69,5,5920,0.6658067107200623,6,1
69,6,2010,0.6648892760276794,6,1
69,7,2013,0.6648892760276794,6,1
69,8,2011,0.6648892760276794,6,1
69,9,9437,0.6648892760276794,6,1
69,10,1936,0.6648892760276794,6,1
70,1,3921,0.67887282371521,1,1
70,2,7580,0.67887282371521,1,1
70,3,5246,0.5941863656044006,2,1
70,4,264,0.592009425163269,1,1
70,5,1078,0.592009425163269,1,1
70,6,9443,0.592009425163269,1,1
70,7,6521,0.592009425163269,1,1
70,8,9266,0.592009425163269,1,1
70,9,8468,0.592009425163269,1,1
70,10,3433,0.592009425163269,1,1
71,1,7098,0.699446976184845,5,1
71,2,6949,0.699446976184845,5,1
71,3,7861,0.699446976184845,5,1
71,4,8567,0.6992404460906982,3,1
71,5,2523,0.6992404460906982,3,1
71,6,416,0.6992404460906982,3,1
