strategy,user_id,rank,problem_id,p_ac,difficulty,in_growth_band
easy_first,51,5,3371,,1,0
easy_first,51,6,4429,,1,0
easy_first,51,7,6933,,1,0
easy_first,51,8,8957,,1,0
easy_first,51,9,9336,,1,0
easy_first,51,10,1660,,1,0
easy_first,52,1,6526,,1,0
easy_first,52,2,7528,,1,0
easy_first,52,3,1078,,1,0
easy_first,52,4,3352,,1,0
easy_first,52,5,3371,,1,0
easy_first,52,6,4429,,1,0
easy_first,52,7,6933,,1,0
easy_first,52,8,8957,,1,0
easy_first,52,9,9336,,1,0
easy_first,52,10,1660,,1,0
easy_first,53,1,6526,,1,0
easy_first,53,2,7528,,1,0
easy_first,53,3,1078,,1,0
easy_first,53,4,3352,,1,0
easy_first,53,5,3371,,1,0
easy_first,53,6,4429,,1,0
easy_first,53,7,6933,,1,0
easy_first,53,8,8957,,1,0
easy_first,53,9,9336,,1,0
easy_first,53,10,1660,,1,0
easy_first,54,1,6526,,1,0
easy_first,54,2,7528,,1,0
easy_first,54,3,1078,,1,0
easy_first,54,4,3352,,1,0
easy_first,54,5,3371,,1,0
easy_first,54,6,4429,,1,0
easy_first,54,7,6933,,1,0
easy_first,54,8,8957,,1,0
easy_first,54,9,9336,,1,0
easy_first,54,10,1660,,1,0
easy_first,55,1,6526,,1,0
easy_first,55,2,7528,,1,0
easy_first,55,3,1078,,1,0
easy_first,55,4,3352,,1,0
easy_first,55,5,3371,,1,0
easy_first,55,6,4429,,1,0
easy_first,55,7,6933,,1,0
easy_first,55,8,8957,,1,0
easy_first,55,9,9336,,1,0
easy_first,55,10,1660,,1,0
easy_first,56,1,6526,,1,0
easy_first,56,2,7528,,1,0
easy_first,56,3,1078,,1,0
easy_first,56,4,3352,,1,0
easy_first,56,5,3371,,1,0
easy_first,56,6,4429,,1,0
easy_first,56,7,6933,,1,0
easy_first,56,8,8957,,1,0
easy_first,56,9,9336,,1,0
easy_first,56,10,1660,,1,0
easy_first,57,1,6526,,1,0
easy_first,57,2,7528,,1,0
easy_first,57,3,1078,,1,0
easy_first,57,4,3352,,1,0
easy_first,57,5,3371,,1,0
easy_first,57,6,4429,,1,0
easy_first,57,7,6933,,1,0
easy_first,57,8,8957,,1,0
easy_first,57,9,9336,,1,0
easy_first,57,10,1660,,1,0
easy_first,58,1,6526,,1,0
easy_first,58,2,7528,,1,0
easy_first,58,3,1078,,1,0
easy_first,58,4,3352,,1,0
easy_first,58,5,3371,,1,0
easy_first,58,6,4429,,1,0
easy_first,58,7,6933,,1,0
easy_first,58,8,8957,,1,0
easy_first,58,9,9336,,1,0
easy_first,58,10,1660,,1,0
easy_first,59,1,6526,,1,0
easy_first,59,2,7528,,1,0
easy_first,59,3,1078,,1,0
easy_first,59,4,3352,,1,0
easy_first,59,5,3371,,1,0
easy_first,59,6,4429,,1,0
easy_first,59,7,6933,,1,0
easy_first,59,8,8957,,1,0
easy_first,59,9,9336,,1,0
easy_first,59,10,1660,,1,0
easy_first,60,1,6526,,1,0
easy_first,60,2,7528,,1,0
easy_first,60,3,1078,,1,0
easy_first,60,4,3352,,1,0
easy_first,60,5,3371,,1,0
easy_first,60,6,4429,,1,0
easy_first,60,7,6933,,1,0
easy_first,60,8,8957,,1,0
easy_first,60,9,9336,,1,0
easy_first,60,10,1660,,1,0
easy_first,61,1,6526,,1,0
easy_first,61,2,7528,,1,0
easy_first,61,3,1078,,1,0
easy_first,61,4,3352,,1,0
easy_first,61,5,3371,,1,0
easy_first,61,6,4429,,1,0
easy_first,61,7,6933,,1,0
easy_first,61,8,8957,,1,0
easy_first,61,9,9336,,1,0
easy_first,61,10,1660,,1,0
easy_first,62,1,6526,,1,0
easy_first,62,2,7528,,1,0
easy_first,62,3,1078,,1,0
easy_first,62,4,3352,,1,0
easy_first,62,5,3371,,1,0
easy_first,62,6,4429,,1,0
easy_first,62,7,6933,,1,0
easy_first,62,8,8957,,1,0
easy_first,62,9,9336,,1,0
easy_first,62,10,1660,,1,0
easy_first,63,1,6526,,1,0
easy_first,63,2,7528,,1,0
easy_first,63,3,1078,,1,0
easy_first,63,4,3352,,1,0
easy_first,63,5,3371,,1,0
easy_first,63,6,4429,,1,0
easy_first,63,7,6933,,1,0
easy_first,63,8,8957,,1,0
easy_first,63,9,9336,,1,0
easy_first,63,10,1660,,1,0
easy_first,64,1,6526,,1,0
easy_first,64,2,7528,,1,0
easy_first,64,3,1078,,1,0
easy_first,64,4,3352,,1,0
easy_first,64,5,3371,,1,0
easy_first,64,6,4429,,1,0
easy_first,64,7,6933,,1,0
easy_first,64,8,8957,,1,0
easy_first,64,9,9336,,1,0
easy_first,64,10,1660,,1,0
easy_first,65,1,6526,,1,0
easy_first,65,2,7528,,1,0
easy_first,65,3,1078,,1,0
easy_first,65,4,3352,,1,0
easy_first,65,5,3371,,1,0
easy_first,65,6,4429,,1,0
easy_first,65,7,6933,,1,0
easy_first,65,8,8957,,1,0
easy_first,65,9,9336,,1,0
easy_first,65,10,1660,,1,0
easy_first,66,1,6526,,1,0
easy_first,66,2,7528,,1,0
easy_first,66,3,1078,,1,0
easy_first,66,4,3352,,1,0
easy_first,66,5,3371,,1,0
easy_first,66,6,4429,,1,0
easy_first,66,7,6933,,1,0
easy_first,66,8,9336,,1,0
easy_first,66,9,1660,,1,0
easy_first,66,10,3413,,1,0
easy_first,67,1,6526,,1,0
easy_first,67,2,7528,,1,0
easy_first,67,3,1078,,1,0
easy_first,67,4,3352,,1,0
easy_first,67,5,3371,,1,0
easy_first,67,6,4429,,1,0
easy_first,67,7,6933,,1,0
easy_first,67,8,8957,,1,0
easy_first,67,9,9336,,1,0
easy_first,67,10,1660,,1,0
easy_first,68,1,6526,,1,0
easy_first,68,2,7528,,1,0
easy_first,68,3,1078,,1,0
easy_first,68,4,3371,,1,0
easy_first,68,5,4429,,1,0
easy_first,68,6,6933,,1,0
easy_first,68,7,8957,,1,0
easy_first,68,8,1660,,1,0
easy_first,68,9,3413,,1,0
easy_first,68,10,5805,,1,0
easy_first,69,1,6526,,1,0
easy_first,69,2,7528,,1,0
easy_first,69,3,1078,,1,0
easy_first,69,4,3352,,1,0
easy_first,69,5,3371,,1,0
easy_first,69,6,4429,,1,0
easy_first,69,7,6933,,1,0
easy_first,69,8,8957,,1,0
easy_first,69,9,9336,,1,0
easy_first,69,10,1660,,1,0
easy_first,70,1,6526,,1,0
easy_first,70,2,7528,,1,0
easy_first,70,3,1078,,1,0
easy_first,70,4,3352,,1,0
easy_first,70,5,3371,,1,0
easy_first,70,6,4429,,1,0
easy_first,70,7,6933,,1,0
easy_first,70,8,8957,,1,0
easy_first,70,9,9336,,1,0
easy_first,70,10,1660,,1,0
easy_first,71,1,6526,,1,0
easy_first,71,2,7528,,1,0
easy_first,71,3,1078,,1,0
easy_first,71,4,3352,,1,0
easy_first,71,5,3371,,1,0
easy_first,71,6,4429,,1,0
easy_first,71,7,6933,,1,0
easy_first,71,8,8957,,1,0
easy_first,71,9,9336,,1,0
easy_first,71,10,1660,,1,0
easy_first,72,1,6526,,1,0
easy_first,72,2,7528,,1,0
easy_first,72,3,1078,,1,0
easy_first,72,4,3352,,1,0
easy_first,72,5,3371,,1,0
easy_first,72,6,4429,,1,0
easy_first,72,7,6933,,1,0
easy_first,72,8,8957,,1,0
easy_first,72,9,9336,,1,0
easy_first,72,10,1660,,1,0
easy_first,73,1,6526,,1,0
easy_first,73,2,7528,,1,0
easy_first,73,3,1078,,1,0
easy_first,73,4,3352,,1,0
easy_first,73,5,3371,,1,0
easy_first,73,6,4429,,1,0
easy_first,73,7,6933,,1,0
easy_first,73,8,8957,,1,0
easy_first,73,9,9336,,1,0
easy_first,73,10,1660,,1,0
easy_first,74,1,6526,,1,0
easy_first,74,2,7528,,1,0
easy_first,74,3,1078,,1,0
easy_first,74,4,3352,,1,0
easy_first,74,5,3371,,1,0
easy_first,74,6,4429,,1,0
easy_first,74,7,6933,,1,0
easy_first,74,8,8957,,1,0
easy_first,74,9,9336,,1,0
easy_first,74,10,1660,,1,0
easy_first,75,1,6526,,1,0
easy_first,75,2,7528,,1,0
easy_first,75,3,1078,,1,0
easy_first,75,4,3352,,1,0
easy_first,75,5,3371,,1,0
easy_first,75,6,4429,,1,0
easy_first,75,7,6933,,1,0
easy_first,75,8,8957,,1,0
easy_first,75,9,9336,,1,0
easy_first,75,10,1660,,1,0
easy_first,76,1,6526,,1,0
easy_first,76,2,7528,,1,0
easy_first,76,3,1078,,1,0
easy_first,76,4,3352,,1,0
easy_first,76,5,3371,,1,0
easy_first,76,6,4429,,1,0
easy_first,76,7,6933,,1,0
easy_first,76,8,8957,,1,0
easy_first,76,9,9336,,1,0
easy_first,76,10,1660,,1,0
easy_first,77,1,6526,,1,0
easy_first,77,2,7528,,1,0
easy_first,77,3,1078,,1,0
easy_first,77,4,3352,,1,0
easy_first,77,5,3371,,1,0
easy_first,77,6,4429,,1,0
easy_first,77,7,6933,,1,0
easy_first,77,8,8957,,1,0
easy_first,77,9,9336,,1,0
easy_first,77,10,1660,,1,0
easy_first,78,1,6526,,1,0
easy_first,78,2,7528,,1,0
easy_first,78,3,1078,,1,0
easy_first,78,4,3352,,1,0
easy_first,78,5,3371,,1,0
easy_first,78,6,4429,,1,0
easy_first,78,7,6933,,1,0
easy_first,78,8,8957,,1,0
easy_first,78,9,9336,,1,0
easy_first,78,10,1660,,1,0
easy_first,79,1,6526,,1,0
easy_first,79,2,7528,,1,0
easy_first,79,3,1078,,1,0
easy_first,79,4,3352,,1,0
easy_first,79,5,3371,,1,0
easy_first,79,6,4429,,1,0
easy_first,79,7,6933,,1,0
easy_first,79,8,8957,,1,0
easy_first,79,9,9336,,1,0
easy_first,79,10,1660,,1,0
easy_first,80,1,6526,,1,0
easy_first,80,2,7528,,1,0
easy_first,80,3,1078,,1,0
easy_first,80,4,3352,,1,0
easy_first,80,5,3371,,1,0
easy_first,80,6,4429,,1,0
easy_first,80,7,6933,,1,0
easy_first,80,8,8957,,1,0
easy_first,80,9,9336,,1,0
easy_first,80,10,1660,,1,0
easy_first,81,1,6526,,1,0
easy_first,81,2,7528,,1,0
easy_first,81,3,1078,,1,0
easy_first,81,4,3352,,1,0
easy_first,81,5,3371,,1,0
easy_first,81,6,4429,,1,0
easy_first,81,7,6933,,1,0
easy_first,81,8,8957,,1,0
easy_first,81,9,9336,,1,0
easy_first,81,10,1660,,1,0
easy_first,82,1,6526,,1,0
easy_first,82,2,7528,,1,0
easy_first,82,3,1078,,1,0
easy_first,82,4,3352,,1,0
easy_first,82,5,3371,,1,0
easy_first,82,6,4429,,1,0
easy_first,82,7,6933,,1,0
easy_first,82,8,8957,,1,0
easy_first,82,9,9336,,1,0
